candidate_id,education,experience,python,sql,excel,power_bi,statistics,machine_learning,tableau,communication,git,data_visualization,projects,internships,certifications,target_role,readiness_score,readiness_category,job_selected
C0245,M.Tech,1,0,1,1,0,1,0,1,0,1,0,0,2,1,ML Engineer,47.69,Not Ready,0
C0246,B.E,0,1,1,1,1,1,0,1,1,1,1,3,1,2,ML Engineer,70.03,Needs Improvement,1
C0247,B.E,0,1,1,1,1,0,1,0,1,1,1,4,0,0,Data Analyst,51.01,Not Ready,1
C0248,MCA,0,1,1,1,1,1,1,1,0,0,1,4,1,2,Python Developer,68.59,Needs Improvement,0
C0249,B.Sc,0,1,0,1,1,1,0,1,1,1,0,0,2,4,ML Engineer,62.82,Needs Improvement,1
C0250,M.Tech,2,0,0,1,1,1,1,1,1,0,1,0,1,3,Data Analyst,61.86,Needs Improvement,1
C0251,B.Tech,0,0,1,1,0,0,0,0,1,1,1,0,0,1,Data Scientist,35.76,Not Ready,1
C0252,B.Tech,1,1,1,1,1,1,1,0,1,0,1,3,1,3,ML Engineer,64.41,Needs Improvement,1
C0253,BCA,0,1,1,1,1,1,0,0,1,1,1,2,1,3,Data Analyst,64.84,Needs Improvement,1
C0254,B.Sc,1,1,1,0,1,0,1,1,1,1,0,4,0,2,Data Analyst,54.65,Not Ready,0
C0255,B.Tech,0,0,0,1,1,1,0,1,1,0,1,4,2,3,Python Developer,56.93,Needs Improvement,1
C0256,M.Tech,0,0,1,0,1,1,1,1,0,0,0,2,0,1,Data Scientist,32.85,Not Ready,1
C0257,B.Tech,2,0,1,1,0,0,0,1,0,1,1,1,2,1,Data Scientist,48.29,Not Ready,1
C0258,B.Tech,1,1,1,1,1,1,0,0,0,1,1,1,2,1,Python Developer,56.26,Needs Improvement,0
C0259,BCA,2,0,1,0,0,0,0,1,1,0,1,0,1,4,Data Scientist,45.93,Not Ready,0
C0260,B.E,0,1,1,1,1,1,0,0,0,1,0,2,1,2,Data Scientist,53.19,Not Ready,1
C0261,B.E,0,0,1,1,0,1,1,0,1,0,0,1,0,3,Business Analyst,36.39,Not Ready,0
C0262,M.Tech,1,0,1,1,1,1,0,1,1,0,1,1,2,3,Data Analyst,56.07,Needs Improvement,1
C0263,BCA,0,0,1,1,0,1,1,1,0,1,1,5,2,0,Data Analyst,69.2,Needs Improvement,1
C0264,M.Tech,0,0,1,1,1,0,1,1,1,1,1,4,2,3,ML Engineer,69.31,Needs Improvement,1
C0265,M.Tech,0,1,1,1,0,0,1,1,0,1,1,3,2,2,Business Analyst,62.21,Needs Improvement,1
C0266,BCA,1,1,0,1,1,0,0,1,1,1,1,3,0,1,ML Engineer,57.23,Needs Improvement,1
C0267,M.Tech,0,0,1,0,1,0,1,1,0,1,1,0,2,4,Data Scientist,54.0,Not Ready,0
C0268,BCA,2,1,1,1,1,1,1,1,1,1,0,4,1,1,ML Engineer,84.47,Ready,1
C0269,M.Tech,0,1,1,1,0,1,0,1,0,1,1,1,2,2,Data Analyst,58.9,Needs Improvement,1
C0270,BCA,0,0,0,1,1,1,0,1,1,1,1,0,2,0,Data Scientist,44.19,Not Ready,1
C0271,B.Tech,0,0,0,1,1,1,1,1,0,1,1,1,1,1,Data Analyst,59.89,Needs Improvement,1
C0272,M.Tech,0,0,0,1,1,0,0,0,1,1,0,5,1,3,Data Analyst,50.47,Not Ready,1
C0273,B.E,2,0,1,0,1,1,1,1,0,0,1,3,0,3,Data Scientist,58.76,Needs Improvement,0
C0274,B.E,0,1,0,1,1,1,0,1,1,1,0,3,0,4,Data Scientist,62.32,Needs Improvement,1
C0275,BCA,0,0,1,0,0,1,0,1,1,0,1,5,2,4,Data Scientist,63.75,Needs Improvement,0
C0276,MCA,1,1,0,0,0,1,1,1,0,0,1,1,0,2,ML Engineer,42.5,Not Ready,1
C0277,BCA,1,1,0,0,1,0,1,1,1,1,1,3,2,2,ML Engineer,79.96,Ready,1
C0278,M.Tech,1,0,0,1,0,1,1,1,1,1,1,2,2,4,Data Scientist,68.12,Needs Improvement,1
C0279,B.Sc,0,1,0,1,1,0,1,1,1,1,1,1,2,1,Python Developer,57.91,Needs Improvement,1
C0280,B.Tech,1,1,0,0,1,0,1,0,0,1,1,4,2,3,Business Analyst,62.58,Needs Improvement,1
C0281,B.E,1,1,1,0,0,1,0,0,1,1,0,0,1,1,ML Engineer,45.36,Not Ready,1
C0282,M.Tech,0,1,1,0,1,0,1,1,0,1,0,0,1,3,Python Developer,37.97,Not Ready,0
C0283,B.E,0,1,0,0,1,1,0,1,1,1,1,1,1,4,Data Scientist,46.67,Not Ready,1
C0284,M.Tech,1,1,0,1,1,1,1,1,1,0,1,3,1,2,ML Engineer,65.06,Needs Improvement,1
C0285,B.Sc,0,1,0,0,1,0,1,1,1,0,0,3,0,0,Python Developer,28.33,Not Ready,0
C0286,B.E,0,1,1,0,0,1,0,0,1,0,0,4,2,3,Business Analyst,49.38,Not Ready,0
C0287,MCA,0,0,1,1,1,1,0,0,0,0,0,5,2,4,Data Scientist,59.51,Needs Improvement,1
C0288,B.Sc,1,1,0,1,0,1,1,1,1,1,1,4,2,3,Python Developer,74.05,Needs Improvement,1
C0289,BCA,1,1,1,1,1,1,0,0,0,1,1,5,2,2,Python Developer,66.37,Needs Improvement,1
C0290,B.E,0,0,0,0,1,1,1,1,1,0,0,1,2,2,Data Scientist,45.85,Not Ready,0
C0291,B.Sc,0,1,1,1,0,1,1,0,1,0,1,3,0,3,Data Scientist,59.31,Needs Improvement,0
C0292,M.Tech,0,1,1,0,0,0,1,1,0,1,1,0,2,1,Business Analyst,37.03,Not Ready,1
C0293,BCA,2,0,0,1,1,1,0,0,1,0,1,0,2,3,ML Engineer,59.1,Needs Improvement,1
C0294,MCA,0,1,1,1,1,1,1,0,1,1,1,1,0,0,Data Scientist,56.59,Needs Improvement,0
C0295,B.E,0,1,0,1,0,0,1,0,1,1,0,5,1,0,ML Engineer,52.27,Not Ready,1
C0296,B.Sc,0,0,0,1,1,1,0,0,1,1,1,3,0,0,Data Scientist,48.09,Not Ready,0
C0297,B.Tech,1,0,1,1,1,1,0,1,0,1,1,4,1,3,Business Analyst,79.01,Ready,1
C0298,MCA,0,1,0,1,0,1,1,0,1,0,0,2,1,4,Data Scientist,46.72,Not Ready,1
C0299,BCA,0,0,0,0,1,1,1,1,0,1,0,3,0,1,ML Engineer,39.55,Not Ready,0
C0300,M.Tech,0,1,1,1,0,0,1,0,1,0,1,1,0,4,ML Engineer,43.92,Not Ready,0
C0301,B.E,0,1,1,1,1,0,0,1,0,1,1,5,0,4,Business Analyst,63.51,Needs Improvement,1
C0302,B.Sc,0,1,0,1,0,0,1,1,1,1,1,0,2,1,Data Analyst,58.66,Needs Improvement,1
C0303,M.Tech,0,1,0,1,1,0,0,0,0,0,1,0,0,2,ML Engineer,20.27,Not Ready,0
C0304,B.Sc,0,1,0,0,1,0,0,0,1,1,1,3,0,3,Data Analyst,39.69,Not Ready,0
C0305,B.E,0,1,1,1,0,1,0,0,1,0,1,4,1,3,ML Engineer,64.39,Needs Improvement,1
C0306,B.E,0,1,1,0,1,1,1,1,1,1,1,5,2,1,Python Developer,82.1,Ready,1
C0307,BCA,0,1,1,1,1,0,1,0,1,1,1,3,1,3,Business Analyst,63.68,Needs Improvement,0
C0308,BCA,2,0,1,1,1,0,1,1,0,1,1,5,0,2,Data Scientist,72.77,Needs Improvement,0
C0309,B.Tech,1,0,0,0,0,1,0,1,0,1,0,4,0,0,ML Engineer,35.21,Not Ready,0
C0310,B.E,0,0,1,0,1,0,1,0,0,1,1,4,1,4,Business Analyst,62.0,Needs Improvement,1
C0311,M.Tech,0,0,1,0,0,1,1,0,0,1,0,0,1,2,Data Scientist,32.37,Not Ready,0
C0312,B.Tech,0,1,1,1,0,0,0,0,0,1,1,0,0,4,ML Engineer,42.63,Not Ready,0
C0313,B.E,0,1,0,1,1,1,1,0,1,1,1,0,0,0,Data Scientist,57.21,Needs Improvement,1
C0314,BCA,0,0,1,1,1,1,1,1,0,1,0,0,2,0,ML Engineer,51.49,Not Ready,1
C0315,B.Sc,0,0,1,1,1,0,1,1,0,1,0,4,2,4,Data Scientist,65.25,Needs Improvement,1
C0316,B.Sc,1,0,0,0,0,0,1,1,1,1,1,2,1,2,Python Developer,52.11,Not Ready,0
C0317,MCA,0,1,0,0,1,1,1,1,1,1,0,5,2,2,Data Analyst,66.67,Needs Improvement,1
C0318,B.Tech,2,0,1,0,1,1,1,1,1,1,0,5,1,4,Data Analyst,90.44,Ready,1
C0319,B.Tech,1,0,0,0,0,0,0,1,0,1,0,2,2,3,Business Analyst,40.4,Not Ready,0
C0320,B.Tech,2,1,0,1,1,1,0,1,1,0,0,0,2,2,Data Scientist,56.64,Needs Improvement,0
C0321,MCA,0,1,1,0,1,1,1,1,1,1,1,4,0,0,Python Developer,57.32,Needs Improvement,0
C0322,BCA,0,1,1,0,1,1,1,0,0,1,0,4,1,3,Data Analyst,62.99,Needs Improvement,0
C0323,MCA,2,1,1,0,1,1,1,1,1,0,1,5,1,0,ML Engineer,78.34,Ready,1
C0324,M.Tech,1,1,1,1,1,1,1,1,0,0,0,3,0,1,Data Analyst,52.51,Not Ready,0
C0325,B.Tech,0,1,0,0,0,1,0,0,1,1,1,4,1,2,Data Analyst,52.38,Not Ready,1
C0326,B.E,1,0,1,0,0,0,1,1,0,1,1,5,1,1,Data Scientist,47.46,Not Ready,0
C0327,B.Tech,0,1,0,1,1,1,1,1,0,1,1,2,2,1,Data Scientist,63.42,Needs Improvement,1
C0328,M.Tech,0,1,1,1,0,1,0,0,1,0,1,3,2,0,Data Analyst,54.26,Not Ready,0
C0329,B.Tech,0,0,0,1,0,1,1,1,1,1,0,1,0,1,Data Scientist,47.04,Not Ready,0
C0330,B.Tech,0,1,1,1,1,0,0,0,1,0,1,5,0,0,Business Analyst,44.15,Not Ready,0
C0331,B.Tech,0,1,0,1,0,1,1,1,1,1,1,3,0,3,Data Scientist,54.11,Not Ready,1
C0332,M.Tech,2,1,1,1,1,0,1,1,1,1,1,4,1,2,Data Scientist,77.02,Ready,1
C0333,M.Tech,0,0,0,1,1,1,0,0,1,1,0,1,0,4,Data Scientist,33.82,Not Ready,0
C0334,B.Sc,0,0,0,1,1,1,1,1,0,0,0,5,2,1,Data Scientist,61.68,Needs Improvement,1
C0335,B.E,1,1,0,1,1,1,1,1,1,1,1,3,0,2,Data Scientist,76.24,Ready,0
C0336,B.E,0,0,1,0,1,0,1,0,0,1,0,5,0,4,Data Analyst,48.6,Not Ready,1
C0337,B.Tech,0,1,1,0,1,0,0,1,1,1,0,1,2,4,Data Scientist,62.11,Needs Improvement,0
C0338,MCA,1,1,0,1,0,1,0,0,1,1,1,3,0,4,Business Analyst,57.67,Needs Improvement,1
C0339,BCA,0,1,1,1,0,1,1,1,1,1,1,0,0,2,Business Analyst,54.02,Not Ready,0
C0340,B.Tech,1,1,1,1,1,1,1,1,1,0,1,1,0,3,Python Developer,63.33,Needs Improvement,0
C0341,B.Tech,0,0,1,1,0,1,0,1,1,1,1,0,1,3,Data Analyst,49.45,Not Ready,1
C0342,MCA,0,1,1,1,1,0,0,1,0,1,0,1,2,2,Python Developer,43.26,Not Ready,1
C0343,B.E,1,1,0,1,1,1,0,0,1,1,0,2,1,3,Business Analyst,57.82,Needs Improvement,1
C0344,MCA,0,1,1,0,1,0,1,1,1,0,0,4,0,0,Business Analyst,44.8,Not Ready,0
C0345,M.Tech,1,1,1,1,1,1,1,0,0,1,0,5,2,2,Data Analyst,77.23,Ready,1
C0346,BCA,0,0,1,1,1,1,0,0,1,0,0,2,2,0,Python Developer,43.97,Not Ready,0
C0347,B.Tech,0,0,0,1,1,0,1,1,1,1,1,5,0,3,Data Scientist,60.19,Needs Improvement,1
C0348,M.Tech,2,1,1,0,1,0,1,0,1,0,1,1,1,2,Data Scientist,51.64,Not Ready,1
C0349,MCA,0,1,0,1,1,0,0,1,0,0,1,3,1,1,Data Scientist,44.36,Not Ready,1
C0350,B.Tech,0,0,0,1,0,0,1,1,0,1,0,2,2,1,ML Engineer,44.19,Not Ready,1
C0351,M.Tech,1,1,1,1,0,1,1,1,1,1,0,0,1,2,Data Scientist,53.28,Not Ready,1
C0352,MCA,0,0,0,0,0,1,0,0,1,0,0,2,0,2,Data Scientist,22.44,Not Ready,0
C0353,B.Sc,0,1,1,1,1,1,1,0,1,1,0,5,0,4,ML Engineer,70.17,Needs Improvement,0
C0354,MCA,0,1,0,0,1,1,1,1,0,1,0,5,0,3,Business Analyst,51.91,Not Ready,1
C0355,BCA,0,0,0,1,0,1,0,0,0,1,1,4,1,0,Python Developer,36.06,Not Ready,0
C0356,BCA,0,0,0,1,1,1,1,0,1,0,1,4,1,2,Data Scientist,56.15,Needs Improvement,0
C0357,M.Tech,0,0,1,1,1,0,1,1,0,1,0,3,1,3,Data Scientist,48.83,Not Ready,1
C0358,BCA,2,1,1,1,1,0,1,0,0,1,1,0,2,4,Data Scientist,70.25,Needs Improvement,1
C0359,BCA,0,0,0,1,0,1,1,0,1,1,0,0,1,3,Data Analyst,35.52,Not Ready,1
C0360,B.Sc,0,1,0,1,1,0,1,1,1,1,1,3,1,0,ML Engineer,63.31,Needs Improvement,1
C0361,B.Sc,0,1,1,1,1,0,1,1,0,1,1,3,2,1,ML Engineer,77.19,Ready,0
C0362,BCA,0,1,1,0,1,1,0,0,0,0,1,4,2,0,Python Developer,45.2,Not Ready,0
C0363,MCA,0,1,0,1,1,0,1,1,1,1,0,0,0,4,ML Engineer,51.17,Not Ready,1
C0364,B.Tech,0,1,0,1,1,1,0,1,0,1,1,4,2,0,Python Developer,56.87,Needs Improvement,1
C0365,B.E,0,1,1,1,1,1,0,1,0,1,1,4,0,1,Data Analyst,63.7,Needs Improvement,0
C0366,MCA,1,1,1,1,1,1,1,1,0,0,0,1,0,2,ML Engineer,45.17,Not Ready,0
C0367,MCA,0,1,1,1,1,1,1,1,1,0,1,5,2,0,ML Engineer,76.9,Ready,1
C0368,B.E,0,1,1,1,0,1,1,1,1,0,1,5,0,1,Data Scientist,57.14,Needs Improvement,0
C0369,B.Tech,1,0,1,1,0,1,0,0,0,0,1,2,2,4,Python Developer,51.97,Not Ready,1
C0370,BCA,0,0,1,0,0,1,1,1,1,1,1,0,0,1,Python Developer,35.84,Not Ready,0
C0371,M.Tech,2,1,1,0,0,1,1,0,1,1,1,5,2,3,Data Analyst,85.11,Ready,1
C0372,BCA,0,1,1,0,1,0,0,1,1,0,1,4,1,1,Python Developer,48.32,Not Ready,1
C0373,BCA,0,1,1,1,1,1,0,1,1,1,0,1,1,4,Data Scientist,64.76,Needs Improvement,0
C0374,B.Sc,0,1,0,1,1,0,0,1,0,0,0,4,1,3,Data Scientist,44.78,Not Ready,1
C0375,B.Tech,0,1,1,0,1,0,1,1,1,1,0,5,2,3,Data Analyst,70.43,Needs Improvement,1
C0376,MCA,1,1,1,1,0,0,1,0,1,0,1,1,1,2,Business Analyst,51.74,Not Ready,1
C0377,B.Sc,1,1,1,1,0,0,1,1,1,1,1,4,2,2,ML Engineer,72.19,Needs Improvement,1
C0378,B.E,0,1,1,1,1,0,0,1,0,0,1,0,1,1,Data Analyst,41.55,Not Ready,1
C0379,BCA,0,1,1,1,0,1,1,1,0,1,1,4,0,3,Data Analyst,71.15,Needs Improvement,1
C0380,M.Tech,1,0,1,0,1,1,0,0,1,1,0,5,1,2,Data Scientist,53.61,Not Ready,1
C0381,BCA,0,1,0,1,1,0,1,1,0,1,0,1,2,4,Business Analyst,61.86,Needs Improvement,1
C0382,M.Tech,0,1,1,1,1,1,1,1,0,1,1,4,2,0,Data Scientist,78.99,Ready,1
C0383,B.Sc,1,1,1,1,0,1,1,1,0,1,1,0,2,3,Business Analyst,62.42,Needs Improvement,1
C0384,B.Sc,0,0,1,1,1,1,1,1,0,1,1,5,0,2,Data Scientist,56.72,Needs Improvement,0
C0385,MCA,0,1,1,1,0,0,0,1,0,1,1,4,2,2,ML Engineer,61.51,Needs Improvement,1
C0386,B.E,1,1,0,1,1,1,0,1,0,0,1,4,1,1,Data Analyst,54.76,Not Ready,1
C0387,MCA,0,0,1,1,0,0,0,0,1,1,0,3,1,4,Data Analyst,55.34,Needs Improvement,0
C0388,B.Tech,0,1,0,0,1,1,1,1,1,0,1,2,1,1,Data Analyst,52.17,Not Ready,0
C0389,B.Tech,1,1,1,0,0,1,1,1,1,1,1,3,1,4,Python Developer,68.99,Needs Improvement,0
C0390,BCA,0,0,1,0,1,0,1,0,0,1,1,0,2,1,Business Analyst,34.26,Not Ready,0
C0391,BCA,0,0,1,0,1,1,1,1,1,1,1,4,1,2,Data Scientist,71.45,Needs Improvement,1
C0392,B.E,0,1,1,0,1,0,1,0,1,1,0,3,1,4,Python Developer,54.14,Not Ready,0
C0393,BCA,0,1,0,1,0,1,1,1,0,1,1,4,0,4,Python Developer,60.72,Needs Improvement,1
C0394,BCA,0,0,0,0,1,0,0,0,0,0,0,0,2,2,Data Analyst,25.28,Not Ready,0
C0395,M.Tech,0,0,0,1,1,0,0,1,0,0,1,1,0,3,Business Analyst,30.08,Not Ready,1
C0396,MCA,1,1,1,0,1,1,0,0,0,1,1,5,0,1,ML Engineer,55.27,Needs Improvement,0
C0397,MCA,0,1,0,1,1,1,1,0,0,1,1,3,1,0,Data Analyst,52.42,Not Ready,1
C0398,M.Tech,0,1,1,0,0,1,1,1,0,0,1,2,1,1,Python Developer,49.92,Not Ready,0
C0399,MCA,1,1,0,0,1,1,1,0,1,1,0,4,1,0,Python Developer,57.95,Needs Improvement,0
C0400,BCA,1,0,0,1,0,1,1,1,1,1,0,5,2,2,ML Engineer,66.9,Needs Improvement,1
C0401,B.Sc,0,1,1,1,1,1,1,1,1,1,0,3,1,3,ML Engineer,71.32,Needs Improvement,0
C0402,B.Sc,0,0,0,1,1,1,0,1,1,0,0,2,2,2,Data Scientist,46.64,Not Ready,0
C0403,B.Sc,0,1,0,1,1,1,1,0,1,1,0,4,1,3,ML Engineer,55.61,Needs Improvement,0
C0404,MCA,0,1,1,0,1,0,1,0,1,1,1,0,0,1,Data Analyst,42.29,Not Ready,0
C0405,M.Tech,1,1,1,1,1,0,1,0,1,0,1,3,2,2,Data Scientist,76.96,Ready,0
C0406,B.Tech,0,1,1,0,0,1,1,1,1,1,0,2,1,0,Business Analyst,45.08,Not Ready,0
C0407,B.Sc,0,0,1,1,0,1,1,0,1,0,1,4,0,2,Python Developer,46.13,Not Ready,0
C0408,B.Sc,1,0,0,0,1,0,0,1,1,0,0,1,1,2,Data Scientist,30.15,Not Ready,0
C0409,MCA,0,1,1,0,1,0,1,1,1,1,1,5,2,3,Python Developer,80.12,Ready,1
C0410,BCA,1,1,0,1,1,1,0,1,1,0,1,2,2,0,Data Scientist,61.74,Needs Improvement,0
C0411,B.Tech,0,1,1,1,1,0,1,0,0,1,0,3,0,4,ML Engineer,51.21,Not Ready,0
C0412,BCA,0,0,1,1,1,1,0,1,0,1,1,0,0,2,Business Analyst,38.91,Not Ready,0
C0413,BCA,1,1,0,0,0,1,1,0,1,1,1,3,1,3,Python Developer,59.96,Needs Improvement,1
C0414,MCA,1,1,0,0,0,1,0,1,0,1,1,1,2,3,Data Analyst,45.18,Not Ready,0
C0415,MCA,0,1,1,0,1,1,0,1,0,1,1,5,2,0,Data Analyst,64.22,Needs Improvement,0
C0416,B.Tech,0,1,1,1,1,1,1,0,1,0,0,1,0,0,ML Engineer,45.86,Not Ready,0
C0417,M.Tech,0,0,1,1,0,0,0,1,0,0,1,0,2,2,Data Scientist,30.74,Not Ready,0
C0418,M.Tech,0,1,1,1,0,0,1,1,0,1,0,2,1,0,Data Analyst,36.34,Not Ready,1
C0419,MCA,0,1,0,1,0,1,1,1,0,1,0,0,1,3,Data Scientist,53.4,Not Ready,1
C0420,MCA,0,1,0,0,0,1,1,1,0,1,1,5,0,3,Business Analyst,52.44,Not Ready,0
C0421,B.Sc,2,1,1,1,0,0,0,1,1,1,0,1,2,3,Python Developer,69.18,Needs Improvement,0
C0422,M.Tech,2,1,1,1,1,0,1,1,0,1,1,2,0,2,Business Analyst,64.23,Needs Improvement,1
C0423,BCA,0,0,0,0,0,1,1,0,1,0,0,1,2,4,ML Engineer,38.69,Not Ready,0
C0424,BCA,0,1,0,1,1,0,1,0,1,0,1,5,2,3,Python Developer,67.69,Needs Improvement,1
C0425,BCA,0,0,1,0,0,1,0,1,1,0,0,1,0,1,Business Analyst,23.08,Not Ready,1
C0426,M.Tech,0,0,1,0,0,1,1,1,1,0,1,3,2,1,Data Scientist,55.16,Needs Improvement,1
C0427,BCA,0,1,0,1,1,1,1,0,1,1,0,1,2,3,Python Developer,57.09,Needs Improvement,1
C0428,M.Tech,0,1,0,1,1,1,0,1,1,1,0,3,2,2,ML Engineer,55.9,Needs Improvement,1
C0429,M.Tech,0,1,1,1,0,0,0,0,1,1,0,2,1,3,Business Analyst,47.69,Not Ready,1
C0430,B.Sc,0,1,1,0,0,1,0,1,1,1,1,2,2,3,ML Engineer,60.68,Needs Improvement,1
C0431,B.Sc,0,1,0,1,1,1,0,1,1,0,1,2,2,0,Business Analyst,53.71,Not Ready,0
C0432,BCA,0,1,1,1,1,1,0,1,1,0,1,0,2,3,Data Scientist,55.45,Needs Improvement,1
C0433,M.Tech,0,1,0,1,0,1,1,0,1,1,1,0,2,3,ML Engineer,63.96,Needs Improvement,1
C0434,B.Tech,0,0,1,0,0,1,1,1,0,1,1,0,0,0,Business Analyst,37.38,Not Ready,0
C0435,B.Sc,0,0,0,1,1,1,0,1,0,0,1,5,2,4,Python Developer,67.32,Needs Improvement,1
C0436,M.Tech,1,1,0,0,1,1,1,0,1,0,1,1,1,1,Data Analyst,46.97,Not Ready,0
C0437,B.Tech,2,0,0,1,1,1,1,0,1,1,1,0,1,3,ML Engineer,52.35,Not Ready,1
C0438,B.Tech,0,1,1,1,1,1,1,0,0,0,1,2,2,2,ML Engineer,69.26,Needs Improvement,0
C0439,MCA,1,1,1,1,1,0,1,1,1,1,1,4,0,2,ML Engineer,71.19,Needs Improvement,1
C0440,B.E,1,0,1,0,0,1,1,0,1,1,1,0,2,1,Python Developer,46.76,Not Ready,1
C0441,B.Tech,1,1,0,1,0,0,1,0,1,1,1,5,1,3,Business Analyst,67.58,Needs Improvement,1
C0442,B.E,1,1,1,1,1,0,0,1,0,0,1,2,1,4,Data Scientist,64.84,Needs Improvement,1
C0443,B.E,2,1,0,1,1,1,1,0,1,0,1,2,2,3,Data Scientist,71.88,Needs Improvement,1
C0444,B.Tech,0,1,1,0,1,0,1,0,1,1,1,1,2,2,Data Analyst,62.89,Needs Improvement,0
C0445,M.Tech,0,1,1,1,1,1,1,1,1,1,0,1,2,0,Data Analyst,67.91,Needs Improvement,1
C0446,BCA,0,1,0,1,1,1,1,0,1,1,1,1,2,0,Python Developer,51.62,Not Ready,1
C0447,B.Sc,1,1,1,1,1,0,1,1,1,1,0,4,2,1,Data Analyst,70.13,Needs Improvement,1
C0448,B.Sc,1,1,1,1,1,1,1,1,0,1,1,0,1,2,ML Engineer,69.29,Needs Improvement,1
C0449,B.E,0,0,1,1,1,1,0,1,1,0,1,0,0,0,Business Analyst,24.94,Not Ready,0
C0450,M.Tech,0,1,0,1,1,0,1,1,1,0,1,4,1,4,Data Analyst,64.75,Needs Improvement,1
C0451,M.Tech,0,1,1,0,1,0,1,0,1,1,1,3,0,4,Python Developer,50.35,Not Ready,0
C0452,MCA,0,1,1,1,1,0,1,1,1,0,0,2,0,2,Business Analyst,47.12,Not Ready,1
C0453,B.Tech,1,0,0,0,1,1,1,1,1,1,1,1,1,2,Python Developer,55.01,Needs Improvement,0
C0454,M.Tech,1,1,0,0,1,0,1,1,1,1,1,2,1,4,Business Analyst,62.71,Needs Improvement,0
C0455,B.E,1,1,0,0,0,1,1,1,1,1,1,0,2,4,Data Analyst,60.74,Needs Improvement,1
C0456,B.E,0,1,1,1,1,0,1,1,1,1,1,1,1,3,Data Analyst,59.51,Needs Improvement,1
C0457,B.E,0,1,0,0,0,0,1,1,0,1,1,3,2,3,Python Developer,65.46,Needs Improvement,0
C0458,B.E,1,0,1,1,0,1,1,1,1,1,0,5,1,0,Data Analyst,72.84,Needs Improvement,1
C0459,B.Sc,1,0,1,0,1,1,1,0,1,0,1,5,1,1,Business Analyst,54.69,Not Ready,0
C0460,B.Tech,0,1,0,1,1,1,0,1,1,1,1,3,0,3,Data Analyst,68.41,Needs Improvement,1
C0461,B.Tech,0,0,0,0,0,1,0,1,1,1,1,5,0,4,Data Analyst,50.5,Not Ready,0
C0462,B.E,1,0,1,1,1,0,0,1,0,1,1,4,1,4,Business Analyst,65.65,Needs Improvement,1
C0463,B.E,0,1,1,1,1,1,1,1,1,1,1,1,1,0,Python Developer,62.68,Needs Improvement,0
C0464,B.Tech,0,0,1,1,0,1,1,0,1,1,1,3,0,1,Python Developer,46.7,Not Ready,0
C0465,MCA,1,1,0,1,0,1,1,1,0,1,1,0,2,3,Python Developer,65.92,Needs Improvement,0
C0466,MCA,0,1,1,1,1,1,0,0,0,1,0,3,2,4,Business Analyst,62.63,Needs Improvement,0
C0467,B.Tech,0,0,0,0,1,1,1,1,1,0,0,4,1,0,Business Analyst,42.12,Not Ready,0
C0468,BCA,1,1,0,1,1,1,1,1,1,1,1,1,1,1,Data Scientist,58.48,Needs Improvement,1
C0469,BCA,2,0,1,1,0,1,1,1,0,1,0,3,0,1,Data Analyst,50.03,Not Ready,0
C0470,B.E,0,0,1,0,1,1,1,0,0,1,1,4,2,0,ML Engineer,46.79,Not Ready,0
C0471,B.Sc,1,1,1,1,0,1,1,0,0,1,0,1,0,3,ML Engineer,48.56,Not Ready,0
C0472,B.Sc,0,1,0,0,0,1,0,1,1,0,0,1,2,3,Business Analyst,36.52,Not Ready,0
C0473,M.Tech,2,1,0,1,0,1,1,1,1,1,1,5,2,1,Data Scientist,80.17,Ready,1
C0474,B.E,0,1,0,0,0,1,0,0,0,1,1,5,1,4,Python Developer,58.85,Needs Improvement,1
C0475,MCA,0,1,1,1,1,1,1,0,1,1,0,3,2,4,ML Engineer,79.0,Ready,1
C0476,B.Tech,0,0,1,1,1,1,0,0,1,0,1,1,1,4,Data Scientist,50.84,Not Ready,1
C0477,B.Tech,1,1,0,1,1,0,0,1,0,1,1,3,2,4,Python Developer,66.56,Needs Improvement,1
C0478,BCA,0,1,1,1,1,1,1,1,1,0,0,5,1,0,ML Engineer,73.4,Needs Improvement,1
C0479,M.Tech,0,0,0,1,1,1,0,0,1,1,0,2,1,3,Data Analyst,48.6,Not Ready,0
C0480,B.Tech,1,1,0,1,1,0,0,1,0,0,0,5,1,0,Data Scientist,45.36,Not Ready,1
C0481,B.Sc,1,1,0,1,1,1,1,1,0,1,0,5,0,2,Data Analyst,56.37,Needs Improvement,1
C0482,B.E,0,1,1,0,0,1,0,1,0,1,0,2,0,4,ML Engineer,45.47,Not Ready,0
C0483,B.Sc,1,1,0,0,1,0,1,1,1,1,1,4,2,3,Data Analyst,77.15,Ready,1
C0484,BCA,0,1,0,1,0,1,1,1,0,1,1,0,2,2,Data Analyst,50.34,Not Ready,1
C0485,M.Tech,0,1,1,1,1,1,0,0,1,1,1,2,1,1,Business Analyst,58.96,Needs Improvement,1
C0486,B.E,0,1,1,1,0,1,0,1,1,1,1,3,2,4,Python Developer,71.18,Needs Improvement,1
C0487,B.E,0,0,1,1,0,0,0,1,1,0,1,4,1,4,Data Scientist,53.58,Not Ready,0
C0488,M.Tech,0,1,0,1,1,0,0,1,1,1,1,3,1,4,Business Analyst,50.06,Not Ready,0
C0489,B.E,1,0,1,0,0,0,1,0,1,1,1,2,1,1,Data Analyst,44.89,Not Ready,0
